"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"fr_cckw_353_bofors";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 防\t空\t型";"CCKW 353 AA";"CCKW 353 防\t空\t型";;
"fr_cckw_353_bofors_reward";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 AA";"CCKW 353 防\t空\t型";"CCKW 353 AA";"CCKW 353 防\t空\t型";;
"fr_arl_44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL-44";"ARL 44";"ARL-44";"ARL-44";;
"fr_arl_44_acl1";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL 44 (ACL 1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";;
"fr_arl_44_acl1_reward";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";"ARL 44 (ACL 1)";"ARL-44 (ACL-1)";"ARL-44 (ACL-1)";;
"uk_a30_sp_avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"Avenger";"어벤저";"复\t仇\t者";"アヴェンジャー";"復\t仇\t者";;
"uk_concept3_ngac";"Concept 3";"Concept 3 ";"Concept 3";"Concept 3";"Concepto 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"Concept 3";"컨셉트 3";"三\t号\t概\t念\t车";"コンセプト 3";"3 號\t概\t念\t車";;
"uk_crusader_aa_mk_2";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk.II";"Crusader AA Mk.II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"Crusader AA Mk II";"크루세이더 AA Mk II";"十\t字\t军 防\t空\t型 Mk II";"クルセーダー AA Mk II";"十\t字\t軍 防\t空\t型 Mk II";;
"jp_type_3_chi_nu_75cm_type_5";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"Či-Nu II";"Chi-Nu II";"Chi-Nu II";"Chi-Nu II";"치누 II";"三\t式\t中\t战\t车\t改";"チヌ II";"三\t式\t中\t戰\t車 II";;
"jp_type_4_chi_to";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Chi-To";"Či-To";"Chi-To";"Chi-To";"Chi-To";"치토";"四\t式\t中\t战\t车";"チト";"四\t式\t中\t戰\t車 試\t作\t型";;
"jp_type_5_na_to";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"Na-To";"나토";"试\t制\t七\t厘\t半\t自\t走\t炮";"ナト";"試\t製\t七\t糎\t半\t對\t戰\t車\t自\t走\t砲";;
"jp_m19";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅M19A1";"▅\tM19A1";"▅M19A1";"▅\tM19A1";;
"uk_a_34_comet";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"Comet I";"코멧 I";"彗\t星 I";"コメット I";"彗\t星 I";;
"uk_a30_challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"Challenger";"챌린저";"挑\t战\t者";"チャレンジャー";"挑\t戰\t者";;
"uk_crusader_aa_mk_1";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk.I";"Crusader AA Mk.I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"Crusader AA Mk I";"크루세이더 AA Mk I";"十\t字\t军 防\t空\t型 Mk I";"クルセーダー AA Mk I";"十\t字\t軍 防\t空\t型 Mk I";;
"fr_panhard_ebr_1951";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"E.B.R. (1951)";"EBR 1951 型";"E.B.R. (1951)";"E.B.R. (1951)";;
"fr_m4a1_sherman_fl_10";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL10)";"M4A1 (FL 10)";"M4A1 (FL10)";"M4A1 (FL10)";;
"fr_amx_13_dca_40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA 40";"AMX-13 DCA/40";"AMX-13 DCA 40";"AMX-13 DCA 40";;
"fr_amx_13_dca_40_reskin";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 Provence";"AMX-13 DCA 40 „Provence”";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 «Provence»";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""Provence""";"AMX-13 DCA 40 ""프로방스""";"AMX-13 DCA/40 (“普\t罗\t旺\t斯”\t号)";"AMX-13 DCA 40 「プロバンス」";"AMX-13 DCA 40 (“普\t羅\t旺\t斯”\t號)";;
"fr_amx_13_dca_40_reskin1";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 „Savoie“";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 Savoie";"AMX-13 DCA 40 „Savoie”";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 «Savoie»";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""Savoie""";"AMX-13 DCA 40 ""사부아""";"AMX-13 DCA/40 (“萨\t瓦”\t号)";"AMX-13 DCA 40 「サボア」";"AMX-13 DCA 40 (“薩\t伏\t依”\t號)";;
"us_m4a3e8_76w_sherman";"M4A3 (76) W";"M4A3 (76)W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3 (76) W";"M4A3(76)W";"M4A3 (76) W";"M4A3 (76) W";;
"us_m41_walker_bulldog";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";"M41A1";;
"us_t26e5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";;
"germ_pzkpfw_V_ausf_a_panther";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"Panther A";"판터 A형";"豹\t式\t坦\t克 A 型";"パンター A\t型";"豹\t式\t戰\t車 A 型";;
"germ_pz_IV_L70";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70 (V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"Panzer IV/70(V)";"4호 구축전차 L/70(V)";"四\t号\t坦\t克\t/70 (V)";"IV 号戦車 /70 (V)";"四\t號\t戰\t車\t/L 70(V)";;
"germ_pzkpfw_VI_ausf_b_tiger_IIp";"Tiger II (P)";"Tiger II (Nr.1-50)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"티거 II (P)";"虎\t王 (P)";"ティーガー II (P)";"虎\t王 (P)";;
"germ_pzkpfw_VI_ausf_b_tiger_IIp_reskin";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"Tiger II (P)";"티거 II (P)";"虎\t王 (P)";"ティーガー II（P）";"虎\t王 (P)";;
"germ_flakpanzer_IV_Ostwind_2";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"Ostwind II";"오스트빈트 II";"东\t风 II";"オストヴィント II";"東\t風 II";;
"ussr_t_34_85_zis_53";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"Т-34-85";"Т-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85";"T-34-85/ZiS-S-53";"T-34-85";"T-34-85";;
"ussr_su_100_1945";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"СУ-100";"СУ-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";"SU-100";;
"ussr_is_2_1943";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"ИС-2";"ІС-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";"IS-2";;
"uk_a_43_black_prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"Black Prince";"블랙프린스";"黑\t亲\t王";"ブラックプリンス";"黑\t王\t子";;
"uk_centurion_mk_1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk.1";"Centurion Mk.1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"Centurion Mk 1";"센츄리온 Mk. 1";"百\t夫\t长 Mk 1";"センチュリオン Mk 1";"百\t夫\t長 Mk 1";;
"uk_ratel_90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"Ratel 90";"라텔 90";"蜜\t獾 90";"ラーテル 90";"蜜\t貛 90";;
"uk_ystervark_spaa";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"Ystervark";"이스터바크";"豪\t猪";"イステルファルク";"豪\t豬";;
"jp_st_a1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"ST-A1";"STA-1";"ST-A1";"ST-A1";;
"jp_m41_walker_bulldog";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅M41A1";"▅\tM41A1";"▅M41A1";"▅\tM41A1";;
"jp_m36b2_jgsdf";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅M36B2";"▅\tM36B2";"▅M36B2";"▅\tM36B2";;
"jp_m42_duster";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42 Duster";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅\tM42";"▅M42";"▅\tM42";;
"jp_m42_duster_reskin";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42 Duster";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅M42";"▅\tM42";"▅M42";"▅\tM42";;
"us_m26e1_pershing";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";"M26E1";;
"us_t34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";"T34";;
"us_t95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";;
"germ_pzkpfw_V_ausf_f_panther";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"Panther F";"판터 F형";"豹\t式\t坦\t克 F 型";"パンター F\t型";"豹\t式\t戰\t車 F 型";;
"germ_pzkpfw_VI_ausf_b_tiger_IIh";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"티거 II (H)";"虎\t王 (H)";"ティーガー II (H)";"虎\t王 (H)";;
"germ_panzerjager_tiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"Jagdtiger";"야크트티거";"猎\t虎";"ヤークトティーガー";"獵\t虎";;
"germ_flakpanzer_IV_Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"쿠겔블리츠";"球\t形\t闪\t电";"クーゲルブリッツ";"球\t狀\t閃\t電";;
"germ_flakpanzer_IV_Kugelblitz_reskin";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"쿠겔블리츠";"球\t形\t闪\t电";"クーゲルブリッツ";"球\t狀\t閃\t電";;
"ussr_t_44";"T-44";"T-44";"T-44";"T-44";"T-44";"Т-44";"Т-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";"T-44";;
"ussr_t_44_100";"T-44-100";"T-44-100";"T-44-100";"Т-44-100";"T-44-100";"Т-44-100";"Т-44-100";"Т-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";;
"ussr_is_2_1944";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"ИС-2 (1944)";"ІС-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 (1944)";"IS-2 1944 型";"IS-2 (1944)";"IS-2 (1944)";;
"ussr_zsu_57_2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ЗСУ-57-2";"ЗСУ-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";;
"ussr_zsu_57_2_reskin";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ЗСУ-57-2";"ЗСУ-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";;
"uk_fv4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";"FV4202";;
"uk_fv4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";"FV4005";;
"uk_a39_tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"Tortoise";"토터스";"土\t龟";"トータス";"土\t龜";;
"uk_ratel_20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"Ratel 20";"라텔 20";"蜜\t獾 20";"ラーテル 20";"蜜\t貛 20";;
"fr_bat_chat_25t";"Char 25t";"Char 25 t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"Char 25t";"샤르 25t";"沙\t蒂\t永 25 吨\t型";"Char 25t";"查\t狄\t倫 25 噸\t型";;
"fr_amx_m4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";"AMX M4";;
"fr_amx_13_75";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX-13";"AMX 13";"AMX-13";"AMX-13";;
"us_m4_sherman_tutorial";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";"M4";;
"germ_pzsfl_IVa_dickermax";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"Dicker Max";"디커 막스";"大\t马\t克\t斯";"ディッカー・マックス";"大\t麥\t克\t斯";;
"germ_pzkpfw_III_ausf_M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"Pz.III M";"3호 전차 M형";"三\t号\t坦\t克 M 型";"III 号戦車 M\t型";"三\t號\t戰\t車 M 型";;
"germ_pzkpfw_IV_ausf_J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"Pz.IV J";"4호 전차 J형";"四\t号\t坦\t克 J 型";"IV 号戦車 J\t型";"四\t號\t戰\t車 J 型";;
"germ_sdkfz_6_2_flak36";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";"Sd.Kfz. 6/2";;
"ussr_t_34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"Т-34Э";"Т-34Е";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";"T-34E";;
"ussr_t_34_1941_cast_turret";"T-34 (1st Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"T-34 (1. Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"Т-34 (1 Гв.Т.Бр.)";"Т-34 (1 Гв.Т.Бр.)";"T-34 (1 Br. P. Gw.)";"T-34 (1º Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"T-34 [1. GTB]";"T-34 (1st Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"T-34 (1st Gv.T.Br.)";"T-34 (제1근위전차여단)";"T-34 (近\t卫\t坦\t克\t第 1 旅)";"T-34（第\t1親衛戦車旅団）";"T-34 (近\t衛\t戰\t車\t第 1 旅)";;
"ussr_kv_2_1940";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"КВ-2 (1940)";"КВ-2 (1940)";"KW-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 (1940)";"KV-2 1940 型";"KV-2 (1940)";"KV-2 (1940)";;
"ussr_btr_152a";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"БТР-152А";"БТР-152А";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";"BTR-152A";;
"us_t20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";"T20";;
"us_m18_hellcat_black_cat";"M18 ""Black Cat""";"M18 “Black Cat”";"M18 ""Black Cat""";"M18 «Black Cat»";"M18 “Gato Negro”";"M18 ""Black Cat""";"M18 Black Cat";"M18 „Black Cat”";"M18 ""Black Cat""";"M18 ""Black Cat""";"M18 ""Black Cat""";"M18 «Black Cat»";"M18 ""Black Cat""";"M18 ""Black Cat""";"M18 ""블랙캣""";"M18 (“黑\t猫”\t号)";"M18 「ブラックキャット」";"M18 (“黑\t貓”\t號)";;
"us_m4a3e2_sherman_jumbo_cobra_king";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"Cobra King";"코브라 킹";"M4A3E2 (“眼\t镜\t蛇\t王”\t号)";"コブラキング";"眼\t镜\t蛇\t王";;
"ussr_kv_220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"КВ-220";"КВ-220";"KW-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";"KV-220";;
"ussr_m4a2_76w_sherman";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂\tM4A2";"▂M4A2";"▂\tM4A2";;
"ussr_m4a2_76w_sherman_reskin";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂M4A2";"▂\tM4A2";"▂M4A2";"▂\tM4A2";;
"ussr_su_85m";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"СУ-85М";"СУ-85М";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85M";"SU-85\tМ";"SU-85M";"SU-85M";;
