"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"apbc_usa_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"다양한 상황에서 사용할 수 있는 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"apc_tank/name";"Armor-piercing capped shell";"Obus anti-blindage avec coiffe de perforation";"Proiettile perforante incapsulato";"Panzerbrechendes Wuchtgeschoss mit Kappe (APC)";"Proyectil perforante con capa";"Бронебойный остроголовый снаряд (с бронебойным наконечником)";"Бронебійний гостроголовий снаряд з бронебійним наконечником";"Pocisk przeciwpancerny z czepcem";"Munição reforçada perfurante";"Zırh delici başlı mermi";"protipancéřová s představnou kuklou";"Καλυμμένο διατρητικό βλήμα";"Selongsong Armor-Piercing Capped";"ลูกปืนเจาะเกราะหุ้มหัวกระสุน";"피모철갑탄";"被\t帽\t穿\t甲\t弹";"被帽付徹甲弾";"被\t帽\t穿\t甲\t彈";;
"apc_tank/name/short";"APC";"APC";"APC";"APC";"APC";"БС";"БС";"Transporter opancerzony";"APC";"ZPT";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";;
"apc_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"다양한 상황에서 사용할 수 있는 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"aphe_tank/name";"Armor-piercing high explosive shell";"Obus anti-blindage explosif";"Proiettile perforante ad alto esplosivo";"Panzerbrechende Hochexplosivgranate (APHE)";"Proyectil perforante de alto explosivo";"Бронебойный остроголовый каморный снаряд";"Бронебійний гостроголовий каморний снаряд";"Pocisk Przeciwpancerno-burzący";"Munição perfurante explosiva";"Zırh delici yüksek patlayıcı mermi";"protipancéřová výbušná";"Διατρητικό βλήμα υψηλής εκρηκτικότητας";"Selongsong Armor-Piercing High Explosive";"ลูกปืนเจาะเกราะหัวระเบิดแรงสูง";"철갑고폭탄";"穿\t甲\t榴\t弹";"徹甲榴弾";"穿\t甲\t榴\t彈";;
"aphe_tank/name/short";"APHE";"APHE";"APHE";"APHE";"APHE";"БС";"БС";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";"APHE";;
"aphe_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"aphebc_tank/name";"Armor-piercing high explosive with ballistic cap shell";"Obus anti-blindage explosif avec coiffe balistique";"Proiettile perforante ad alto esplosivo con protezione balistica";"Panzerbrechende Hochexplosivgranate mit ballistischer Haube (APHEBC)";"Proyectil perforante de alto explosivo con capa balística";"Бронебойный тупоголовый каморный снаряд";"Бронебійний тупоголовий каморний снаряд";"Pocisk przeciwpancerno-burzący z czepcem balistycznym";"Munição perfurante explosiva com reforço balístico";"Balistik başlıklı zırh delici yüksek patlayıcı mermi";"protipancéřová výbušná s balistickou kuklou";"Διατρητικό βλήμα υψηλής εκρηκτικότητας με βαλλιστικό κάλυμμα";"Selongsong Armor-Piercing High Explosive dengan Ballistic Cap";"ลูกปืนเจาะเกราะหัวรบระเบิดแรงสูงติดหัวครอบเพิ่มความเร็ว";"저저항모부철갑고폭탄";"风\t帽\t穿\t甲\t榴\t弹";"風帽付徹甲榴弾";"風\t帽\t穿\t甲\t高\t爆\t彈";;
"aphebc_tank/name/short";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"БС";"БС";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";"APHEBC";;
"aphebc_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"apc_solid_medium_caliber_tank/name";"Armor-piercing capped shell";"Obus anti-blindage avec coiffe de perforation";"Proiettile perforante incapsulato";"Panzerbrechendes Wuchtgeschoss mit Kappe (APC)";"Proyectil perforante con capa";"Бронебойный остроголовый снаряд (с бронебойным наконечником)";"Бронебійний гостроголовий снаряд з бронебійним наконечником";"Pocisk przeciwpancerny z czepcem";"Munição reforçada perfurante";"Zırh delici başlıklı mermi";"protipancéřová s představnou kuklou";"Καλυμμένο διατρητικό βλήμα";"Selongsong Armor-Piercing Capped";"ลูกปืนเจาะเกราะหุ้มหัวกระสุน";"피모철갑탄";"被\t帽\t穿\t甲\t弹";"被帽付徹甲弾";"被\t帽\t穿\t甲\t彈";;
"apc_solid_medium_caliber_tank/name/short";"APC";"APC";"APC";"APC";"APC";"БС";"БС";"Transporter opancerzony";"APC";"ZPT";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";;
"apc_solid_medium_caliber_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"다양한 상황에서 사용할 수 있는 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"apcbc_solid_medium_caliber_tank/name";"Armor-piercing capped ballistic capped shell";"Obus anti-blindage avec coiffe de perforation et coiffe balistique";"Proiettile perforante con protezione ballistica incapsulato";"Panzerbrechendes Wuchtgeschoss mit Kappe und ballistischer Haube (APCBC)";"Proyectil perforante con capa balística";"Бронебойный снаряд с бронебойным наконечником и баллистическим колпачком";"Бронебійний снаряд з балістичним ковпачком";"Pocisk przeciwpancerny z czepcem i czepcem balistycznym";"Munição reforçada perfurante com parte balística reforçada";"Balistik başlıklı zırh delici başlı mermi";"protipancéřová s představnou balistickou kuklou";"Διατρητικό καλυμμένο βλήμα με βαλλιστικό κάλυμμα";"Selongsong Armor-Piercing Capped Ballistic Capped";"ลูกปืนเจาะเกราะหุ้มหัวกระสุนและหัวครอบเพิ่มความเร็ว";"저저항피모철갑탄";"被\t帽\t风\t帽\t穿\t甲\t弹";"低抵抗被帽付徹甲弾";"被\t帽\t風\t帽\t穿\t甲\t彈";;
"apcbc_solid_medium_caliber_tank/name/short";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"БС";"БС";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";;
"apcbc_solid_medium_caliber_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"apcbc_tank/name";"Armor-piercing capped ballistic capped shell";"Obus anti-blindage avec coiffe de perforation et coiffe balistique";"Proiettile perforante con incapsulatura balistica";"Panzerbrechendes Wuchtgeschoss mit Kappe und ballistischer Haube (APCBC)";"Proyectil perforante con capa balística";"Бронебойный снаряд с бронебойным наконечником и баллистическим колпачком";"Бронебійний снаряд з балістичним ковпачком";"Pocisk przeciwpancerny z czepcem i czepcem balistycznym";"Munição reforçada perfurante com parte balística reforçada";"Balistik başlı zırh delici kompozit mermi";"protipancéřová s představnou balistickou kuklou";"Διατρητικό καλυμμένο βλήμα με βαλλιστικό κάλυμμα";"Selongsong Armor-Piercing Capped Ballistic Capped";"ลูกปืนเจาะเกราะหุ้มหัวกระสุนและหัวครอบเพิ่มความเร็ว";"저저항피모철갑탄";"被\t帽\t风\t帽\t穿\t甲\t弹";"低抵抗被帽付徹甲弾";"風\t帽\t被\t帽\t穿\t甲\t彈";;
"apcbc_tank/name/short";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"БС";"БС";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";"APCBC";;
"apcbc_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"ap_large_caliber_tank/name";"Armor-piercing shell";"Obus anti-blindage";"Proiettile perforante";"Panzerbrechendes Wuchtgeschoss (AP)";"Proyectil perforante de armadura";"Бронебойный остроголовый сплошной снаряд";"Бронебійний гостроголовий суцільний снаряд";"Pocisk przeciwpancerny";"Bala perfurante";"Zırh delici mermi";"protipancéřová";"Διατρητικό βλήμα";"Selongsong Armor-Piercing";"ลูกปืนเจาะเกราะ";"철갑탄";"穿\t甲\t弹";"徹甲弾";"穿\t甲\t彈";;
"ap_large_caliber_tank/name/short";"AP";"AP";"AP";"AP";"AP";"БС";"Броньовані цілі";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"穿\t甲";;
"ap_large_caliber_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"ap_tank/name";"Armor-piercing shell";"Obus anti-blindage";"Proiettile perforante";"Panzerbrechendes Wuchtgeschoss (AP)";"Proyectil perforante de armadura";"Бронебойный остроголовый сплошной снаряд";"Бронебійний гостроголовий суцільний снаряд";"Pocisk przeciwpancerny";"Munição perfurante";"Zırh delici çekirdek";"protipancéřová";"Διατρητικό βλήμα";"Selongsong Armor-Piercing";"ลูกปืนเจาะเกราะ";"철갑탄";"穿\t甲\t弹";"徹甲弾";"穿\t甲\t彈";;
"ap_tank/name/short";"AP";"AP";"AP";"AP";"AP";"БС";"БС";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";"AP";;
"ap_tank/desc";"Universal anti-tank projectile";"Projectile antichar universel";"Proiettile anticarro universale";"Universelles Panzerabwehr-Geschoss";"Proyectil antitanque universal";"Универсальный противотанковый снаряд";"Універсальний протитанковий снаряд";"Uniwersalny pocisk przeciwpancerny";"Projétil antitanque universal";"Çok amaçlı tanksavar mermisi";"Univerzální protitankový projektil";"Καθολικό αντιαρματικό βλήμα";"Proyektil anti-tank universal";"กระสุนต่อต้านรถถังแบบสากล";"범용 대전차 포탄입니다.";"通\t用\t反\t坦\t克\t弹\t药";"汎用対戦車弾";"通\t用\t反\t戰\t車\t彈\t藥";;
"practice_tank/name";"Target practice";"Cible d'entrainement";"Da Addestramento";"Zielübung";"Blanco de tiro";"Практический снаряд";"Практичний снаряд";"Treningowy";"Target practice";"Target practice";"Cvičná střelba";"Σκοποβολή";"Target Practice";"เป้าหมายฝึกซ้อม";"표적 연습";"射\t击\t训\t练\t弹";"標的練習";"訓\t練\t彈";;
"practice_tank/name/short";"TP";"TP";"TP";"ÜZ";"TP";"Практический";"Практичний";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";"TP";;
"heat_fs_tank/name";"High explosive anti-tank fin stabilized shell";"Obus stabilisé à charge creuse";"Proiettile anticarro ad alto esplosivo stabilizzato";"Panzerbrechende, flügelstabilisierte Hohlladungsgranate (HEAT-FS)";"Proyectil antitanque estabilizado con aletas de alto explosivo";"Кумулятивный невращающийся снаряд";"Кумулятивний необертовий снаряд";"Pocisk kumulacyjny stabilizowany brzechwowo";"Munição Explosiva Anti-tanque com Estabilizador";"Kuyruk stabilizeli yüksek patlayıcı anti-tank mermisi";"výbušná protipancéřová stabilizovaná";"Υψηλής εκρηκτικότητας αντιαρματικό βλήμα με σταθεροποιημένο πτερύγιο";"Selongsong High Explosive Anti-Tank Fin Stabilized";"ลูกปืนต่อต้านรถถังระเบิดแรงสูงติดครีบ";"날개안정대전차고폭탄";"尾\t翼\t稳\t定\t破\t甲\t弹";"翼安定式成形炸薬弾";"尾\t翼\t穩\t定\t反\t戰\t車\t高\t爆\t彈";;
